disorder1	disorder2	ngenes1	ngenes2	class1	class2	ncommon_genes 
Caffey disease	Osteogenesis imperfecta	1	1	Connective tissue	Bone	1
Caffey disease	Osteogenesis imperfecta	1	1	Connective tissue	Bone	1
Caffey disease	Osteogenesis imperfecta	1	1	Connective tissue	Bone	1
Caffey disease	Osteogenesis imperfecta	1	1	Connective tissue	Bone	1
Caffey disease	Osteoporosis	1	1	Connective tissue	Bone	1
Calcinosis	Diabetes insipidus	4	4	Bone	Endocrine	1
Calcinosis	Hypophosphatemic rickets	4	4	Bone	Bone	4
Calcinosis	Nephrogenic syndrome of inappropriate antidiuresis	4	4	Bone	Renal	1
Campomelic dysplasia	Acampomelic campolelic dysplasia	3	3	Skeletal	Skeletal	3
Campomelic dysplasia	Campomelic dysplasia with autosomal sex reversal	3	3	Skeletal	Skeletal	3
Campomelic dysplasia with autosomal sex reversal	Acampomelic campolelic dysplasia	3	3	Skeletal	Skeletal	3
Campomelic dysplasia with autosomal sex reversal	Campomelic dysplasia	3	3	Skeletal	Skeletal	3
Cancer susceptibility	Colorectal cancer	3	3	Cancer	Cancer	3
Cancer susceptibility	Endometrial carcinoma	3	3	Cancer	Cancer	3
Cancer susceptibility	Ovarian cancer	3	3	Cancer	Cancer	3
Capillary malformation-arteriovenous malformation	Basal cell carcinoma	4	4	Cardiovascular	Cancer	4
Capillary malformation-arteriovenous malformation	Parkes Weber syndrome	4	4	Cardiovascular	multiple	4
Carcinoid tumor of lung	Adrenal adenoma	1	1	Cancer	Cancer	1
Carcinoid tumor of lung	Angiofibroma	1	1	Cancer	Endocrine	1
Carcinoid tumor of lung	Hyperparathyroidism	1	1	Cancer	Endocrine	1
Carcinoid tumor of lung	Lipoma	1	1	Cancer	Cancer	1
Carcinoid tumor of lung	Multiple endocrine neoplasia I	1	1	Cancer	Cancer	1
Carcinoid tumor of lung	Parathyroid adenoma	1	1	Cancer	Cancer	1
Carcinoid tumor of lung	Prolactinoma	1	1	Cancer	Endocrine	1
Carcinoid tumors	Merkel cell carcinoma	2	2	Cancer	Cancer	2
Carcinoid tumors	Paragangliomas	2	2	Cancer	Cancer	2
Carcinoid tumors	Paragangliomas	2	2	Cancer	Cancer	2
Carcinoid tumors	Paraganglioma	2	2	Cancer	Cancer	2
Carcinoid tumors	Pheochromocytoma	2	2	Cancer	Cancer	2
Cardiomyopathy	Cardiomyopathy	1	1	Cardiovascular	Cardiovascular	1
Cardiomyopathy	Cardiomyopathy	3	3	Cardiovascular	Cardiovascular	3
Cardiomyopathy	Central core disease	3	3	Cardiovascular	Muscular	3
Cardiomyopathy	Myopathy	3	3	Cardiovascular	Muscular	3
Cardiomyopathy	Myopathy	3	3	Cardiovascular	Muscular	3
Cardiomyopathy	Emery-Dreifuss muscular dystrophy	7	7	Cardiovascular	Muscular	7
Cardiomyopathy	Emery-Dreifuss muscular dystrophy	7	7	Cardiovascular	Muscular	7
Cardiomyopathy	Lipodystrophy	7	7	Cardiovascular	Metabolic	7
Cardiomyopathy	Cardiomyopathy	3	3	Cardiovascular	Cardiovascular	3
Cardiomyopathy	Cardiomyopathy	2	4	Cardiovascular	Cardiovascular	2
Cardiomyopathy	Muscular dystrophy	2	4	Cardiovascular	Muscular	2
Cardiomyopathy	Myopathy	2	2	Cardiovascular	Muscular	2
Cardiomyopathy	Deafness	3	3	Cardiovascular	Ear,Nose,Throat	3
Cardiomyopathy	Muscular dystrophy	4	4	Cardiovascular	Muscular	4
Cardiomyopathy	Muscular dystrophy	3	3	Cardiovascular	Muscular	3
Cardiomyopathy	Becker muscular dystrophy	2	2	Cardiovascular	Muscular	2
Cardiomyopathy	Duchenne muscular dystrophy	2	2	Cardiovascular	Muscular	2
Cardiomyopathy	Cardiomyopathy	2	2	Cardiovascular	Cardiovascular	2
Cardiomyopathy	Cardiomyopathy	3	3	Cardiovascular	Cardiovascular	3
Cardiomyopathy	Central core disease	3	3	Cardiovascular	Muscular	3
Cardiomyopathy	Myopathy	3	3	Cardiovascular	Muscular	3
Cardiomyopathy	Myopathy	3	3	Cardiovascular	Muscular	3
Cardiomyopathy	Cardiomyopathy	1	1	Cardiovascular	Cardiovascular	1
Cardiomyopathy	Creatine phosphokinase	2	2	Cardiovascular	Metabolic	2
Cardiomyopathy	Creatine phosphokinase	2	2	Cardiovascular	Metabolic	2
Cardiomyopathy	Muscular dystrophy	2	2	Cardiovascular	Muscular	2
Cardiomyopathy	Myopathy	2	2	Cardiovascular	Muscular	2
Cardiomyopathy	Rippling muscle disease	2	2	Cardiovascular	Muscular	2
Cardiomyopathy	Atrial septal defect 3	3	3	Cardiovascular	Cardiovascular	3
Cardiomyopathy	Cardiomyopathy	3	3	Cardiovascular	Cardiovascular	3
Cardiomyopathy	Cardiomyopathy	1	1	Cardiovascular	Cardiovascular	1
Cardiomyopathy	Cardiomyopathy	4	2	Cardiovascular	Cardiovascular	2
Cardiomyopathy	Muscular dystrophy	4	4	Cardiovascular	Muscular	4
Cardiomyopathy	Cardiomyopathy	1	1	Cardiovascular	Cardiovascular	1
Cardiomyopathy	Leigh syndrome due to cytochrome c oxidase deficiency	1	1	Cardiovascular	Neurological	1
Cardiomyopathy	Cardiomyopathy	2	2	Cardiovascular	Cardiovascular	2
Cardiomyopathy	Wolff-Parkinson-White syndrome	2	2	Cardiovascular	Cardiovascular	2
Cardiomyopathy	Barth syndrome	5	5	Cardiovascular	multiple	5
Cardiomyopathy	Noncompaction of left ventricular myocardium	5	5	Cardiovascular	Cardiovascular	5
Carney complex	Adrenocortical tumor	4	4	multiple	Cancer	4
Carney complex	Myxoma	4	4	multiple	Cardiovascular	4
Carney complex	Pigmented adrenocortical disease	4	4	multiple	Cancer	4
Carney complex	Spastic paraplegia-7	4	4	multiple	Neurological	1
Carney complex	Thyroid carcinoma	4	4	multiple	Cancer	4
Carney complex variant	Trismus-pseudocomptodactyly syndrome	1	1	multiple	multiple	1
Carpal tunnel syndrome	Amyloid neuropathy	2	2	Unclassified	Neurological	2
Carpal tunnel syndrome	Amyloidosis	2	2	Unclassified	Neurological	2
Carpal tunnel syndrome	Dystransthyretinemic hyperthyroxinemia	2	2	Unclassified	Hematological	2
Cartilage-hair hypoplasia	Metaphyseal dysplasia without hypotrichosis	3	3	Skeletal	Connective tissue	3
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Anterior segment mesenchymal dysgenesis and cataract	1	1	Ophthamological	Ophthamological	1
Cataract	Cataract	3	3	Ophthamological	Ophthamological	3
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Aniridia	3	3	Ophthamological	Ophthamological	3
Cataract	Coloboma	3	3	Ophthamological	Ophthamological	3
Cataract	Ectopia pupillae	3	3	Ophthamological	Ophthamological	3
Cataract	Eye anomalies	3	3	Ophthamological	Ophthamological	3
Cataract	Foveal hypoplasia	3	3	Ophthamological	Ophthamological	3
Cataract	Keratitis	3	3	Ophthamological	Ophthamological	3
Cataract	Morning glory disc anomaly	3	3	Ophthamological	Skeletal	3
Cataract	Optic nerve hypoplasia/aplasia	3	3	Ophthamological	Ophthamological	3
Cataract	Peters anomaly	3	3	Ophthamological	Developmental	3
Cataract	Cataract	3	3	Ophthamological	Ophthamological	3
Cataract	Cataracts	2	2	Ophthamological	Ophthamological	2
Cataract	Cataract	3	3	Ophthamological	Ophthamological	3
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Myopathy	3	3	Ophthamological	Muscular	3
Cataracts	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Cataract	3	3	Ophthamological	Ophthamological	3
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cataract	Cataract	2	2	Ophthamological	Ophthamological	2
Cavernous malformations of CNS and retina	Cerebral cavernous malformations-1	3	3	Cardiovascular	Neurological	3
Cavernous malformations of CNS and retina	Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations	3	3	Cardiovascular	Neurological	3
Central core disease	Malignant hyperthermia susceptibility 1	3	3	Muscular	Neurological	3
Central core disease	Cardiomyopathy	3	3	Muscular	Cardiovascular	3
Central core disease	Cardiomyopathy	3	3	Muscular	Cardiovascular	3
Central core disease	Myopathy	3	3	Muscular	Muscular	3
Central core disease	Myopathy	3	3	Muscular	Muscular	3
Central hypoventilation syndrome	Hirschsprung disease	1	1	Respiratory	Gastrointestinal	1
Central hypoventilation syndrome	Memory impairment	1	1	Respiratory	Neurological	1
Central hypoventilation syndrome	Obsessive-compulsive disorder	1	1	Respiratory	Psychiatric	1
Central hypoventilation syndrome	Hirschsprung disease	1	1	Respiratory	Gastrointestinal	1
Central hypoventilation syndrome	Shah-Waardenburg syndrome	1	1	Respiratory	multiple	1
Central hypoventilation syndrome	Hirschsprung disease	3	3	Respiratory	Gastrointestinal	3
Central hypoventilation syndrome	Neuroblastoma	3	3	Respiratory	Cancer	3
Central hypoventilation syndrome	Colonic aganglionosis	2	2	Respiratory	Gastrointestinal	2
Central hypoventilation syndrome	Hirschsprung disease	2	2	Respiratory	Gastrointestinal	2
Central hypoventilation syndrome	Medullary thyroid carcinoma	2	2	Respiratory	Cancer	2
Central hypoventilation syndrome	Multiple endocrine neoplasia IIA	2	2	Respiratory	Cancer	2
Central hypoventilation syndrome	Multiple endocrine neoplasia IIB	2	2	Respiratory	Cancer	2
Cerebellar ataxia	Hemosiderosis	1	1	Neurological	Hematological	1
Cerebellar ataxia	Hypoceruloplasminemia	1	1	Neurological	Metabolic	1
Cerebellar ataxia	Episodic ataxia	3	3	Neurological	Neurological	3
Cerebellar ataxia	Hemiplegic migraine	3	3	Neurological	Neurological	3
Cerebellar ataxia	Spinocerebellar ataxia-6	3	3	Neurological	Neurological	3
Cerebral amyloid angiopathy	Coronary artery disease in familial hypercholesterolemia	4	4	Neurological	Cardiovascular	4
Cerebral amyloid angiopathy	HDL deficiency	4	4	Neurological	Metabolic	4
Cerebral amyloid angiopathy	Tangier disease	4	4	Neurological	Metabolic	4
Cerebral cavernous malformations-1	Cavernous malformations of CNS and retina	3	3	Neurological	Cardiovascular	3
Cerebral cavernous malformations-1	Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations	3	3	Neurological	Neurological	3
Cerebrooculofacioskeletal syndrome	Trichothiodystrophy	2	2	multiple	Dermatological	2
Cerebrooculofacioskeletal syndrome	Xeroderma pigmentosum	2	2	multiple	Dermatological	2
Cerebrooculofacioskeletal syndrome	Xeroderma pigmentosum	2	2	multiple	Dermatological	2
Cerebrooculofacioskeletal syndrome 214150	Cockayne syndrome	4	4	multiple	multiple	4
Cerebrooculofacioskeletal syndrome 214150	De Sanctis-Cacchione syndrome	4	4	multiple	multiple	4
Cerebrovascular disease	Alpha-1-antichymotrypsin deficiency	3	3	Unclassified	Respiratory	3
Ceroid lipofuscinosis	Ceroid lipofuscinosis	2	2	Neurological	Neurological	2
Ceroid lipofuscinosis	Ceroid lipofuscinosis	2	2	Neurological	Neurological	2
Cervical cancer	Achondroplasia	2	2	Cancer	Skeletal	2
Cervical cancer	Bladder cancer	2	2	Cancer	Cancer	2
Cervical cancer	Colorectal cancer	2	2	Cancer	Cancer	2
Cervical cancer	Crouzon syndrome with acanthosis nigricans	2	2	Cancer	Skeletal	2
Cervical cancer	Hypochondroplasia	2	2	Cancer	Skeletal	2
Cervical cancer	Muenke syndrome	2	2	Cancer	Skeletal	2
Cervical cancer	Thanatophoric dysplasia	2	2	Cancer	Skeletal	2
CETP deficiency	Hyperalphalipoproteinemia	1	1	Metabolic	Metabolic	1
CETP deficiency	Longevity	1	1	Metabolic	Developmental	1
Charcot-Marie-Tooth disease	Neuropathy	3	3	Neurological	Neurological	3
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Dejerine-Sottas disease	5	4	Neurological	multiple	1
Charcot-Marie-Tooth disease	Dejerine-Sottas syndrome	5	5	Neurological	multiple	5
Charcot-Marie-Tooth disease	Neuropathy	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Neuropathy	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	5	5	Neurological	multiple	5
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	5	4	Neurological	multiple	1
Charcot-Marie-Tooth disease	Vertical talus	2	2	Neurological	Skeletal	2
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Dejerine-Sottas disease	4	4	Neurological	multiple	4
Charcot-Marie-Tooth disease	Dejerine-Sottas syndrome	4	5	Neurological	multiple	1
Charcot-Marie-Tooth disease	Neuropathy	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Neuropathy	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	4	5	Neurological	multiple	1
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	4	4	Neurological	multiple	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Dejerine-Sottas disease	5	4	Neurological	multiple	1
Charcot-Marie-Tooth disease	Dejerine-Sottas syndrome	5	5	Neurological	multiple	5
Charcot-Marie-Tooth disease	Neuropathy	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Neuropathy	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	5	5	Neurological	multiple	5
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	5	4	Neurological	multiple	1
Charcot-Marie-Tooth disease	Dejerine-Sottas neuropathy	2	2	Neurological	multiple	2
Charcot-Marie-Tooth disease	Neuropathy	2	2	Neurological	Neurological	2
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Dejerine-Sottas disease	4	4	Neurological	multiple	4
Charcot-Marie-Tooth disease	Dejerine-Sottas syndrome	4	5	Neurological	multiple	1
Charcot-Marie-Tooth disease	Neuropathy	4	5	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Neuropathy	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	4	5	Neurological	multiple	1
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	4	4	Neurological	multiple	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	3	3	Neurological	Neurological	3
Charcot-Marie-Tooth disease	Spinal muscular atrophy	3	3	Neurological	Muscular	3
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	3	3	Neurological	Neurological	3
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Dejerine-Sottas disease	5	4	Neurological	multiple	1
Charcot-Marie-Tooth disease	Dejerine-Sottas syndrome	5	5	Neurological	multiple	5
Charcot-Marie-Tooth disease	Neuropathy	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Neuropathy	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	5	5	Neurological	multiple	5
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	5	4	Neurological	multiple	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Dejerine-Sottas disease	5	4	Neurological	multiple	1
Charcot-Marie-Tooth disease	Dejerine-Sottas syndrome	5	5	Neurological	multiple	5
Charcot-Marie-Tooth disease	Neuropathy	5	5	Neurological	Neurological	5
Charcot-Marie-Tooth disease	Neuropathy	5	4	Neurological	Neurological	1
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	5	5	Neurological	multiple	5
Charcot-Marie-Tooth disease	Roussy-Levy syndrome	5	4	Neurological	multiple	1
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	4	4	Neurological	Neurological	4
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	3	3	Neurological	Neurological	3
Charcot-Marie-Tooth disease	Charcot-Marie-Tooth disease	3	3	Neurological	Neurological	3
Cholelithiasis	Cholestasis	3	3	Gastrointestinal	Gastrointestinal	3
Cholelithiasis	Cholestasis	3	3	Gastrointestinal	Gastrointestinal	3
Cholestasis	Cholestasis	4	4	Gastrointestinal	Gastrointestinal	4
Cholestasis	Cholelithiasis	3	3	Gastrointestinal	Gastrointestinal	3
Cholestasis	Cholestasis	3	3	Gastrointestinal	Gastrointestinal	3
Cholestasis	Cholestasis	4	4	Gastrointestinal	Gastrointestinal	4
Cholestasis	Cholelithiasis	3	3	Gastrointestinal	Gastrointestinal	3
Cholestasis	Cholestasis	3	3	Gastrointestinal	Gastrointestinal	3
Cholesteryl ester storage disease	Wolman disease	1	1	Metabolic	Metabolic	1
Chondrocalcinosis 2	Craniometaphyseal dysplasia	6	6	Connective tissue	Bone	6
Chondrodysplasia	Acromesomelic dysplasia	2	2	Skeletal	Skeletal	2
Chondrodysplasia	Brachydactyly	2	2	Skeletal	Skeletal	2
Chondrodysplasia	Fibular hypoplasia and complex brachydactyly	2	2	Skeletal	Skeletal	2
Chondrodysplasia punctata	Cleft palate with ankyloglossia	4	2	Connective tissue	Developmental	1
Chondrosarcoma	Exostoses	1	1	Cancer	Bone	1
Chondrosarcoma	Ewing sarcoma	2	2	Cancer	Cancer	2
Chorea	Choreoathetosis	3	3	Neurological	multiple	3
Choreoathetosis	Chorea	3	3	multiple	Neurological	3
Chronic infections	Meningococcal disease	3	3	Immunological	Immunological	3
Chudley-Lowry syndrome	Alpha-thalassemia/mental retardation syndrome	5	5	multiple	Hematological	5
Chudley-Lowry syndrome	Alpha-thalassemia myelodysplasia syndrome	5	5	multiple	Hematological	5
Chudley-Lowry syndrome	Juberg-Marsidi syndrome	5	5	multiple	multiple	5
Chudley-Lowry syndrome	Renpenning syndrome	5	7	multiple	Neurological	2
Chudley-Lowry syndrome	Smith-Fineman-Myers syndrome	5	5	multiple	multiple	5
Chudley-Lowry syndrome	Sutherland-Haan syndrome-like	5	5	multiple	multiple	5
Chylomicronemia syndrome	Combined hyperlipemia	2	2	Metabolic	Metabolic	2
Chylomicronemia syndrome	Lipoprotein lipase deficiency	2	2	Metabolic	Metabolic	2
Chylomicron retention disease	Anderson disease	3	3	Gastrointestinal	Gastrointestinal	3
Chylomicron retention disease	Chylomicron retention disease with Marinesco-Sjogren syndrome	3	3	Gastrointestinal	Gastrointestinal	3
Chylomicron retention disease with Marinesco-Sjogren syndrome	Anderson disease	3	3	Gastrointestinal	Gastrointestinal	3
Chylomicron retention disease with Marinesco-Sjogren syndrome	Chylomicron retention disease	3	3	Gastrointestinal	Gastrointestinal	3
Ciliary dyskinesia	Ciliary dyskinesia	4	4	Respiratory	Respiratory	1
Ciliary dyskinesia	Kartagener syndrome	4	4	Respiratory	multiple	1
Ciliary dyskinesia	Kartagener syndrome	4	4	Respiratory	multiple	4
Ciliary dyskinesia	Ciliary dyskinesia	4	4	Respiratory	Respiratory	1
Ciliary dyskinesia	Kartagener syndrome	4	4	Respiratory	multiple	4
Ciliary dyskinesia	Kartagener syndrome	4	4	Respiratory	multiple	1
CINCA syndrome	Cold-induced autoinflammatory syndrome	4	4	multiple	Immunological	4
CINCA syndrome	Muckle-Wells syndrome	4	4	multiple	multiple	4
Cirrhosis	Cirrhosis	1	1	Gastrointestinal	Gastrointestinal	1
Cirrhosis	Cirrhosis	1	1	Gastrointestinal	Gastrointestinal	1
Cirrhosis	Cirrhosis	1	1	Gastrointestinal	Gastrointestinal	1
Cirrhosis	Cirrhosis	1	1	Gastrointestinal	Gastrointestinal	1
Citrullinemia	Citrullinemia	2	2	Metabolic	Metabolic	2
Citrullinemia	Citrullinemia	2	2	Metabolic	Metabolic	2
Cleft lip/palate ectodermal dysplasia syndrome	Ectodermal dysplasia	4	4	Developmental	Dermatological	4
Cleft lip/palate ectodermal dysplasia syndrome	Zlotogora-Ogur syndrome	4	4	Developmental	multiple	4
Cleft lip/palate	Hypodontia	4	4	Developmental	Skeletal	4
Cleft lip/palate	Hypodontia with orofacial cleft	4	4	Developmental	Skeletal	4
Cleft lip/palate	Witkop syndrome	4	4	Developmental	Developmental	4
Cleft palate with ankyloglossia	Chondrodysplasia punctata	2	4	Developmental	Connective tissue	1
Cleidocranial dysplasia	Dental anomalies	4	4	Skeletal	Skeletal	4
Coats disease	Exudative vitreoretinopathy	2	2	Ophthamological	Ophthamological	2
Coats disease	Norrie disease	2	2	Ophthamological	Neurological	2
Cockayne syndrome	Cerebrooculofacioskeletal syndrome 214150	4	4	multiple	multiple	4
Cockayne syndrome	De Sanctis-Cacchione syndrome	4	4	multiple	multiple	4
Codeine sensitivity	Debrisoquine sensitivity	3	3	Metabolic	Metabolic	3
Coffin-Lowry syndrome	Mental retardation	3	3	multiple	Neurological	3
Cold-induced autoinflammatory syndrome	CINCA syndrome	4	4	Immunological	multiple	4
Cold-induced autoinflammatory syndrome	Muckle-Wells syndrome	4	4	Immunological	multiple	4
Coloboma	Aniridia	3	3	Ophthamological	Ophthamological	3
Coloboma	Cataract	3	3	Ophthamological	Ophthamological	3
Coloboma	Ectopia pupillae	3	3	Ophthamological	Ophthamological	3
Coloboma	Eye anomalies	3	3	Ophthamological	Ophthamological	3
Coloboma	Foveal hypoplasia	3	3	Ophthamological	Ophthamological	3
Coloboma	Keratitis	3	3	Ophthamological	Ophthamological	3
Coloboma	Morning glory disc anomaly	3	3	Ophthamological	Skeletal	3
Coloboma	Optic nerve hypoplasia/aplasia	3	3	Ophthamological	Ophthamological	3
Coloboma	Peters anomaly	3	3	Ophthamological	Developmental	3
Coloboma	Holoprosencephaly-3	4	4	Ophthamological	Developmental	4
Coloboma	Solitary median maxillary central incisor	4	4	Ophthamological	Skeletal	4
Colon adenocarcinoma	Lymphoma	1	1	Cancer	Cancer	1
Colon adenocarcinoma	Breast cancer	3	3	Cancer	Cancer	3
Colon adenocarcinoma	Lymphoma	3	3	Cancer	Cancer	3
Colon cancer	Germ cell tumor	1	1	Cancer	Cancer	1
Colon cancer	Lymphoma	1	1	Cancer	Cancer	1
Colon cancer	Lymphoma	1	1	Cancer	Cancer	1
Colon cancer	Mesothelioma	1	1	Cancer	Cancer	1
Colon cancer	Sezary syndrome	1	1	Cancer	Cancer	1
Colon cancer	Colorectal cancer	2	2	Cancer	Cancer	2
Colon cancer	Esophageal cancer	2	2	Cancer	Cancer	2
Colon cancer	Loeys-Dietz syndrome	2	2	Cancer	Connective tissue	2
Colon cancer	Colorectal cancer	2	2	Cancer	Cancer	2
Colonic aganglionosis	Central hypoventilation syndrome	2	2	Gastrointestinal	Respiratory	2
Colonic aganglionosis	Hirschsprung disease	2	2	Gastrointestinal	Gastrointestinal	2
Colonic aganglionosis	Medullary thyroid carcinoma	2	2	Gastrointestinal	Cancer	2
Colonic aganglionosis	Multiple endocrine neoplasia IIA	2	2	Gastrointestinal	Cancer	2
Colonic aganglionosis	Multiple endocrine neoplasia IIB	2	2	Gastrointestinal	Cancer	2
Colorblindness	Blue-cone monochromacy	4	4	Ophthamological	Ophthamological	1
Colorblindness	Blue-cone monochromacy	4	4	Ophthamological	Ophthamological	4
Colorblindness	Colorblindness	4	4	Ophthamological	Ophthamological	1
Colorblindness	Blue-cone monochromacy	4	4	Ophthamological	Ophthamological	4
Colorblindness	Blue-cone monochromacy	4	4	Ophthamological	Ophthamological	1
Colorblindness	Colorblindness	4	4	Ophthamological	Ophthamological	1
Colorblindness	Rubenstein-Taybi syndrome	4	3	Ophthamological	multiple	1
Colorectal adenomatous polyposis	Adenomas	1	1	Cancer	Cancer	1
Colorectal adenomatous polyposis	Gastric cancer	1	1	Cancer	Cancer	1
Colorectal cancer	Oligodontia-colorectal cancer syndrome	1	1	Cancer	Cancer	1
Colorectal cancer	Rubinstein-Taybi syndrome	1	1	Cancer	multiple	1
Colorectal cancer	Hepatocellular cancer	3	3	Cancer	Cancer	3
Colorectal cancer	Breast cancer	1	1	Cancer	Cancer	1
Colorectal cancer	Ovarian cancer	1	1	Cancer	Cancer	1
Colorectal cancer	Adrenal cortical carcinoma	3	3	Cancer	Cancer	3
